indice,dato,tipo_dato,descripcion,quintil,anyo,valor,secreto
Total Nacional, Índice general, Dato base, Distribución (porcentajes verticales), Quintil 5,2017,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes verticales), Quintil 5,2016,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes verticales), Quintil 5,2015,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes verticales), Quintil 5,2014,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes verticales), Quintil 5,2013,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes verticales), Quintil 5,2012,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes verticales), Quintil 5,2011,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes verticales), Quintil 5,2010,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes verticales), Quintil 5,2009,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes verticales), Quintil 5,2008,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes verticales), Quintil 5,2007,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes verticales), Quintil 5,2006,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2023,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2022,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2021,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2020,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2019,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2018,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2017,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2016,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2015,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2014,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2013,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2012,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2011,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2010,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2009,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2008,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2007,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Total,2006,100.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2023,9.74,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2022,9.87,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2021,9.94,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2020,10.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2019,9.47,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2018,9.42,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2017,9.41,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2016,9.52,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2015,9.5,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2014,9.37,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2013,9.58,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2012,9.63,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2011,9.5,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2010,9.39,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2009,9.28,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2008,9.07,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2007,8.43,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 1,2006,8.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2023,14.19,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2022,14.14,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2021,14.16,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2020,14.2,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2019,13.84,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2018,13.8,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2017,13.92,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2016,14.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2015,13.85,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2014,13.93,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2013,14.15,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2012,14.07,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2011,13.94,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2010,13.89,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2009,14.04,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2008,13.82,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2007,13.62,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 2,2006,13.18,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2023,17.87,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2022,18.01,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2021,17.87,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2020,17.99,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2019,17.95,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2018,17.97,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2017,17.89,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2016,17.91,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2015,17.86,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2014,17.9,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2013,17.89,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2012,18.02,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2011,18.0,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2010,17.81,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2009,17.96,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2008,17.85,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2007,17.83,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 3,2006,17.86,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2023,23.12,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2022,23.22,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2021,23.01,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2020,22.71,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2019,23.4,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2018,23.34,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2017,23.13,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2016,23.2,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2015,23.25,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2014,23.21,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2013,22.9,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2012,23.05,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2011,23.04,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2010,23.31,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2009,22.85,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2008,23.32,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2007,22.99,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 4,2006,23.75,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2023,35.08,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2022,34.76,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2021,35.02,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2020,35.1,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2019,35.33,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2018,35.47,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2017,35.65,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2016,35.37,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2015,35.54,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2014,35.59,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2013,35.49,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2012,35.24,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2011,35.51,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2010,35.6,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2009,35.87,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2008,35.94,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2007,37.12,False
Total Nacional, Índice general, Dato base, Distribución (porcentajes horizontales), Quintil 5,2006,37.21,False
